76-61-45-17,24
113-130-126-97-57-64-68-72-76-63-88-69-84,0
113-93-85-77-69-84,0
113-130-126-97-57-64-68-72-76-61-80-84,0
15-43-59-63-71-79-87-107,39
15-43-59-74-70-66-62-55-95-122-118-124-128-107,6
15-34-30-26-35-62-55-95-128-107,6
15-43-59-74-70-66-62-55-95-128-107,0
15-34-30-26-22-31-55-95-128-107,0
15-34-39-70-66-62-55-95-128-107,0
76-63-71-79-87-107,26
76-63-71-79-108-91-130-107,14
76-63-88-75-83-106-87-107,9
76-63-88-75-83-91-130-107,8
76-63-71-100-83-106-87-107,0
76-63-88-75-98-79-87-107,0
15-43-59-63-88-92,17
15-40-47-67-92,10
15-40-47-78-59-63-88-92,16
15-34-39-76-63-88-92,0
15-43-80-67-92,0
15-43-59-63-71-100-77-92,0
42-47-67-75-83-112,7
42-38-43-59-63-71-79-108-112,6
42-47-78-59-63-88-75-83-112,5
42-47-67-75-98-79-108-112,7
42-38-43-59-63-88-75-83-112,0
42-38-43-80-67-75-83-112,0
109-89-108-91-111,13
109-132-111,9
109-118-124-128-89-81-100-83-91-111,2
109-118-124-128-132-111,0
109-89-81-100-83-91-111,0
109-118-124-128-89-108-91-111,0
102-83-91-111,7
102-98-73-65-74-70-66-62-55-95-128-132-111,3
102-77-86-65-74-70-66-62-55-95-128-132-111,0
102-98-79-87-132-111,0
102-98-79-108-91-111,0
102-83-106-87-132-111,0
134-93-85-77-69-78-59-74,20
134-93-85-77-86-65-74,17
134-130-89-81-73-65-74,0
134-93-85-98-73-65-74,0
134-93-106-81-73-65-74,3
134-130-89-108-85-77-86-65-74,0
110-91-111,7
110-106-87-132-111,8
110-106-87-126-122-118-124-128-132-111,0
110-85-98-79-87-132-111,0
110-106-81-100-83-91-111,0
110-85-98-79-108-91-111,0
82-78-59-63-71-94,10
82-67-75-98-94,5
82-67-86-71-94,0
82-49-38-43-59-63-71-94,0
82-67-75-83-106-81-94,0
82-78-59-63-88-75-98-94,0
102-98-73-65-61-45-17,6
102-77-86-65-74-41-36-17,27
102-77-86-65-61-45-17,19
102-77-69-78-45-17,3
102-77-69-49-38-17,13
102-98-73-65-74-41-36-17,0
76-61-80-84,11
76-61-45-40-47-84,14
76-63-88-69-49-38-43-80-84,3
76-63-88-69-78-45-40-47-84,0
76-63-71-100-77-69-84,0
76-63-88-69-84,0
110-106-81-94,5
110-85-77-86-71-94,3
110-91-130-89-81-94,0
110-106-81-100-77-86-71-94,0
110-85-98-94,0
110-106-81-73-88-75-98-94,0
102-77-69-78-45-34,14
102-98-73-65-61-45-34,18
102-77-86-65-61-45-34,30
102-77-86-65-61-80-49-38-34,0
102-77-69-49-38-34,0
102-98-73-88-69-78-45-34,0
109-89-108-85-77-69-78-45-34,28
109-89-81-73-65-61-45-34,18
109-118-124-128-89-81-73-65-61-45-34,1
109-89-108-85-77-86-65-61-45-34,0
109-118-124-97-57-64-68-72-76-61-80-49-38-34,0
109-118-124-97-57-64-68-72-76-61-45-34,0
36-43-80-67-75-104,6
36-43-80-67-86-71-100-104,2
36-43-59-63-88-75-104,8
36-40-47-78-59-63-88-75-104,0
36-43-59-63-71-100-104,0
36-40-47-67-75-104,0
109-89-81-100-77-69-84,12
109-89-81-73-65-61-80-84,8
109-132-93-85-77-69-84,5
109-118-124-97-57-64-68-72-76-61-80-84,0
109-89-108-85-77-69-84,0
109-89-81-73-88-69-84,0
90-86-71-79-87-107,23
90-75-83-106-87-107,15
90-75-98-79-87-107,15
90-69-78-59-74-70-66-62-55-95-128-107,0
90-86-65-74-70-66-62-55-95-128-107,0
90-75-83-91-130-107,0
110-85-77-86-65-61-45-34,12
110-85-77-69-78-45-34,12
110-85-77-69-49-38-34,12
110-106-81-73-65-61-45-34,4
110-106-81-100-77-86-65-61-45-34,0
110-85-98-73-65-61-45-34,0
42-38-43-59-74,26
42-47-78-59-74,9
42-47-67-86-65-74,13
42-38-43-59-63-88-75-98-73-65-74,0
42-47-67-75-98-73-65-74,0
42-38-43-80-67-86-65-74,4
19-38-34-30-26-22-31-55-95-128-107,28
19-38-34-39-70-66-62-55-95-128-107,8
19-38-34-30-26-35-62-55-95-128-107,11
19-47-78-59-74-70-66-62-55-95-128-107,0
19-38-43-59-74-70-66-62-55-95-128-107,0
19-47-67-86-65-74-70-66-62-55-95-128-107,0
96-79-108-112,9
96-100-83-112,5
96-79-87-132-93-112,0
96-100-77-86-71-79-108-112,0
96-73-88-75-83-112,0
96-73-88-75-98-79-108-112,0
113-130-126-97-57-64-68-72-76-61-80-49-44,3
113-130-126-97-57-64-68-72-41-36-40-44,2
113-93-85-77-69-49-44,2
113-130-126-97-57-64-68-72-76-61-45-40-44,0
113-130-126-97-57-33-24-28-32-36-40-44,0
113-130-126-97-57-64-68-37-32-36-40-44,0
42-38-34-30-26-35-62-55-95-128-132-136,3
42-47-67-75-83-91-136,21
42-38-43-59-74-70-66-62-55-95-128-132-136,7
42-38-34-39-70-66-62-55-95-128-132-136,0
42-47-78-59-74-70-66-62-55-95-128-132-136,0
42-38-34-30-26-22-31-55-95-128-132-136,0
134-130-89-108-85-104,3
134-93-85-104,7
134-130-126-97-57-64-68-72-76-63-88-75-104,1
134-93-106-81-100-104,0
134-130-89-81-100-104,0
134-130-126-97-57-64-68-72-76-63-71-100-104,0
128-132-93-106-81-94,10
128-89-108-85-77-86-71-94,7
128-89-108-85-98-94,0
128-132-93-85-98-94,0
128-132-93-85-77-86-71-94,0
128-89-81-94,0
134-130-126-97-57-33-24-28-32-36-40-44,16
134-93-85-77-69-49-44,7
134-130-126-97-57-64-68-72-76-61-45-40-44,5
134-130-126-97-57-64-68-72-76-61-80-49-44,0
134-130-126-97-57-64-68-72-41-36-40-44,0
134-130-126-97-57-64-68-37-32-36-40-44,0
82-78-59-74-70-37-32-36-17,27
82-78-59-74-41-36-17,15
82-67-86-65-74-41-36-17,3
82-49-38-17,13
82-67-86-65-61-45-17,0
82-78-45-17,0
82-67-86-65-61-45-34,17
82-78-45-34,21
82-49-38-34,19
82-67-75-98-73-65-61-45-34,0
82-67-86-65-61-80-49-38-34,0
82-78-59-63-88-69-49-38-34,0
109-89-108-85-77-92,13
109-89-81-100-77-92,13
109-118-124-128-89-108-85-77-92,0
109-118-124-97-57-64-68-72-76-63-88-92,0
109-132-93-85-77-92,3
109-89-81-73-88-92,0
76-63-88-75-98-79-108-112,7
76-63-71-79-108-112,5
76-63-88-75-83-112,3
76-61-80-67-75-83-112,0
76-63-71-79-87-132-93-112,0
76-63-71-100-83-112,0
110-85-77-86-65-74-41-36-17,16
110-85-77-86-65-61-45-17,16
110-106-81-73-65-61-45-17,10
110-85-77-69-78-45-17,10
110-85-98-73-65-61-45-17,0
110-85-77-69-49-38-17,12
15-43-59-63-71-94,16
15-43-80-67-75-98-94,0
15-43-80-67-86-71-94,9
15-34-39-76-63-71-94,0
15-40-47-67-75-98-94,0
15-43-59-63-88-75-98-94,0
128-89-108-85-104,11
128-89-81-73-88-75-104,0
128-89-81-100-104,4
128-132-93-106-81-100-104,0
128-132-93-85-104,0
128-89-108-85-98-73-88-75-104,0
102-77-86-65-61-80-84,3
102-77-86-65-61-45-40-47-84,0
102-77-69-84,1
102-98-73-88-69-84,0
102-98-73-65-61-80-84,0
102-77-69-78-45-40-47-84,0
76-63-88-75-83-106-81-94,5
76-63-71-100-83-106-81-94,2
76-61-80-67-75-98-94,1
76-63-88-75-98-94,0
76-61-80-67-86-71-94,0
76-63-71-94,0
134-93-106-87-107,8
134-130-107,5
134-130-126-122-118-124-128-107,1
134-130-126-97-57-58-54-50-53-52-56-60-55-95-128-107,0
134-93-106-87-126-122-118-124-128-107,0
134-93-85-98-79-87-107,0
42-47-67-75-83-91-111,38
42-38-34-30-26-22-31-55-95-128-132-111,13
42-38-34-39-70-66-62-55-95-128-132-111,8
42-47-78-59-74-70-66-62-55-95-128-132-111,0
42-38-34-30-26-35-62-55-95-128-132-111,0
42-38-43-59-74-70-66-62-55-95-128-132-111,0
42-47-84,6
42-47-67-86-65-61-80-84,9
42-38-43-59-63-88-69-84,0
42-38-43-80-84,0
42-47-78-59-63-88-69-84,0
42-38-34-39-76-61-80-84,0
113-93-106-87-107,8
113-130-107,13
113-93-106-87-126-122-118-124-128-107,2
113-130-126-122-118-124-128-107,0
113-93-85-98-79-87-107,0
113-130-126-97-57-58-54-50-53-52-56-60-55-95-128-107,0
90-75-98-79-108-91-136,8
90-86-65-74-70-66-62-55-95-128-132-136,0
90-75-83-91-136,3
90-86-71-100-83-91-136,0
90-75-83-106-87-132-136,0
90-86-71-79-108-91-136,14
102-98-79-87-126,13
102-77-86-71-79-87-126,22
102-83-106-87-126,14
102-83-91-130-126,0
102-98-79-108-91-130-126,4
102-77-86-71-100-83-106-87-126,0
109-118-124-97-57-64-68-72-41-36-40-44,11
109-89-108-85-77-69-49-44,4
109-118-124-97-57-64-68-37-32-36-40-44,3
109-118-124-97-57-64-68-72-76-61-80-49-44,0
109-118-124-97-57-64-68-72-76-61-45-40-44,0
109-118-124-97-57-33-24-28-32-36-40-44,0
96-79-108-91-136,14
96-100-83-106-87-132-136,0
96-100-83-91-136,1
96-73-88-75-83-91-136,0
96-73-65-74-70-66-62-55-95-128-132-136,0
96-79-87-132-136,0
36-40-47-67-75-83-91-111,6
36-43-59-63-88-75-83-91-111,7
36-43-80-67-75-83-91-111,0
36-43-59-63-71-100-83-91-111,0
36-43-59-74-70-66-62-55-95-128-132-111,0
36-43-59-63-71-79-108-91-111,0
82-67-75-83-106-87-107,1
82-78-59-63-71-79-87-107,9
82-67-75-98-79-87-107,2
82-67-86-65-74-70-66-62-55-95-128-107,0
82-67-75-83-91-130-107,0
82-78-59-74-70-66-62-55-95-128-107,0
109-89-81-94,6
109-132-93-85-98-94,0
109-132-93-106-81-94,1
109-89-108-85-98-94,0
109-118-124-128-89-81-94,0
109-118-124-97-57-64-68-72-76-63-71-94,0
128-89-108-85-77-69-78-45-17,27
128-89-81-73-65-74-41-36-17,9
128-89-108-85-77-86-65-61-45-17,22
128-132-93-85-77-86-65-61-45-17,0
128-89-81-73-65-74-70-37-32-36-17,1
128-89-81-73-65-61-45-17,4
102-77-92,7
102-83-106-81-100-77-92,3
102-98-79-108-85-77-92,3
102-77-69-78-59-63-88-92,0
102-77-86-65-61-80-67-92,0
102-98-73-88-92,0
90-75-83-106-81-73-65-74,12
90-69-78-59-74,22
90-86-65-74,26
90-75-98-73-65-74,0
90-86-65-61-80-49-38-43-59-74,8
90-69-49-38-43-59-74,0
96-73-65-61-45-34,12
96-73-88-69-78-45-34,7
96-73-65-61-80-49-38-34,0
96-100-77-69-49-38-34,0
96-100-77-69-78-45-34,0
96-100-77-86-65-61-45-34,0
15-40-47-67-75-104,17
15-43-59-63-71-100-104,18
15-34-39-76-63-71-100-104,0
15-43-80-67-75-104,1
15-34-39-76-63-88-75-104,0
15-43-59-63-88-75-104,22
90-86-71-79-108-91-111,22
90-75-98-79-108-91-111,15
90-75-83-91-111,8
90-86-65-74-70-66-62-55-95-128-132-111,0
90-75-83-106-87-132-111,0
90-86-71-100-83-91-111,0
109-89-108-112,13
109-118-124-128-132-93-112,4
109-118-124-128-89-81-100-83-112,2
109-89-81-100-83-112,0
109-132-93-112,0
109-118-124-128-89-108-112,0
113-93-85-104,8
113-130-89-81-100-104,2
113-93-106-81-100-104,3
113-130-126-97-57-64-68-72-76-63-88-75-104,0
113-130-89-108-85-104,0
113-130-126-97-57-64-68-72-76-63-71-100-104,0
15-40-44,20
15-43-80-49-44,7
15-43-59-74-41-36-40-44,9
15-34-39-76-61-45-40-44,1
15-43-59-63-88-69-49-44,0
15-34-39-76-61-80-49-44,0
128-132-93-85-77-86-65-74,9
128-89-108-85-77-86-65-74,4
128-89-108-85-98-73-65-74,0
128-132-93-106-81-73-65-74,0
128-89-81-73-65-74,0
128-89-81-100-77-86-65-74,0
134-93-106-87-126,19
134-93-85-98-79-87-126,18
134-130-126,10
134-130-89-81-100-83-106-87-126,0
134-93-85-98-79-108-91-130-126,0
134-93-106-81-100-83-91-130-126,0
36-43-59-74,8
36-40-47-78-59-74,21
36-40-47-67-86-65-74,22
36-43-59-63-88-75-98-73-65-74,0
36-43-80-67-86-65-74,8
36-43-59-63-71-100-77-86-65-74,0
36-40-47-67-92,14
36-43-59-63-71-100-77-92,6
36-43-59-63-88-92,0
36-43-80-67-92,0
36-40-47-78-59-63-88-92,0
36-43-80-67-86-71-100-77-92,0
113-130-89-81-73-65-74,9
113-93-106-81-73-65-74,6
113-93-85-77-69-78-59-74,17
113-93-85-77-86-65-74,13
113-130-89-108-85-77-86-65-74,0
113-93-85-98-73-65-74,0
36-40-47-78-59-63-71-94,10
36-43-80-67-75-98-94,1
36-43-59-63-71-94,8
36-40-47-67-75-98-94,0
36-43-80-67-86-71-94,0
36-43-59-63-88-75-98-94,0
76-63-71-79-108-91-111,12
76-63-88-75-83-91-111,4
76-61-80-67-75-83-91-111,0
76-63-71-100-83-91-111,0
76-63-71-79-87-132-111,0
76-63-88-75-83-106-87-132-111,0
82-78-59-63-88-75-83-106-87-126,19
82-67-86-71-79-87-126,12
82-78-59-63-71-79-87-126,30
82-67-75-98-79-87-126,0
82-67-75-83-91-130-126,0
82-67-75-83-106-87-126,2
76-61-45-40-47-67-92,8
76-61-80-67-92,8
76-63-71-100-77-92,0
76-61-80-49-38-43-59-63-88-92,0
76-63-88-92,0
76-63-71-79-108-85-77-92,0
128-89-81-100-77-69-49-44,5
128-132-93-85-77-69-49-44,0
128-89-81-73-65-61-45-40-44,1
128-89-81-73-88-69-49-44,0
128-89-81-73-65-61-80-49-44,0
128-89-108-85-77-69-49-44,0
90-86-71-79-108-112,6
90-86-71-100-83-112,7
90-75-98-79-108-112,0
90-75-83-112,0
90-86-65-61-80-67-75-83-112,0
90-69-78-59-63-88-75-83-112,0
96-73-65-74-70-37-32-36-17,2
96-100-77-69-78-45-17,2
96-73-65-61-45-17,10
96-73-88-69-78-45-17,0
96-73-65-74-41-36-17,0
96-100-77-86-65-61-45-17,0
42-47-67-92,2
42-38-43-80-67-92,4
42-38-43-59-63-71-100-77-92,11
42-38-34-39-76-63-88-92,0
42-47-78-59-63-88-92,0
42-38-43-59-63-88-92,0
76-61-45-40-44,16
76-63-88-69-78-45-40-44,7
76-63-88-69-49-44,8
76-61-80-49-44,0
76-63-71-100-77-86-65-61-45-40-44,0
76-63-71-100-77-69-49-44,0
82-49-38-43-80-67-92,5
82-49-38-43-59-63-88-92,2
82-78-59-63-88-92,0
82-78-45-40-47-67-92,0
82-67-92,0
82-78-59-63-71-100-77-92,0
42-38-43-59-74-41-36-17,19
42-47-78-59-74-41-36-17,15
42-47-67-86-65-61-45-17,9
42-38-17,19
42-38-34-39-76-61-45-17,1
42-47-78-45-17,0
19-47-67-75-104,18
19-47-78-59-63-88-75-104,19
19-38-43-80-67-75-104,0
19-38-43-59-63-88-75-104,0
19-47-78-59-63-71-100-104,20
19-38-43-59-63-71-100-104,0
19-47-78-59-63-88-92,10
19-47-67-92,3
19-38-34-39-76-63-88-92,3
19-38-43-80-67-92,0
19-38-43-59-63-88-92,0
19-38-43-59-63-71-100-77-92,0
109-89-108-91-136,11
109-118-124-128-132-136,3
109-118-124-128-89-108-91-136,0
109-118-124-128-89-81-100-83-91-136,0
109-132-136,0
109-89-81-100-83-91-136,0
82-67-75-83-106-87-132-136,1
82-78-59-74-70-66-62-55-95-128-132-136,3
82-67-75-83-91-136,3
82-78-59-63-88-75-83-91-136,0
82-67-75-98-79-108-91-136,0
82-67-86-65-74-70-66-62-55-95-128-132-136,0
109-89-108-85-104,7
109-118-124-128-132-93-85-104,10
109-89-81-100-104,4
109-118-124-128-89-108-85-104,0
109-118-124-128-89-81-100-104,0
109-132-93-85-104,0
76-61-45-34,22
76-63-88-69-78-45-34,13
76-63-88-75-98-73-65-61-45-34,0
76-63-71-100-77-86-65-61-45-34,0
76-63-88-69-49-38-34,0
76-61-80-49-38-34,18
